Functions,cyclomatic_complexity
"public class ISPOINTONLINE {

	private static boolean isPointOnLine(int x0, int y0, int x1, int y1, int xt, int yt) {
		// this implementation avoids using doubles
		// apply transformation points to change target point to (0,0)
		x0 -= xt;
		y0 -= yt;
		x1 -= xt;
		y1 -= yt;

		// ensure that x0 is smaller than x1 so that we can just check to see if the line intersects the y axis easily
		if (x0 > x1) {
			int xtemp = x0;
			int ytemp = y0;
			x0 = x1;
			y0 = y1;
			x1 = xtemp;
			y1 = ytemp;
		}

		// if a point is on the edge of shape (on a line), it's considered outside the shape
		// special case if line is on y-axis
		if (x0 == 0 && x1 == 0) {
			// ensure that y0 is smaller than y1 so that we can just check if the line intersects the x axis
			if (y0 > y1) {
				int ytemp = y0;
				y0 = y1;
				y1 = ytemp;
			}
			// test to see if we have a vertical line touches x-axis
			if (y0 <= 0 && y1 >= 0)
				return true;
			// checks if point is on the line, see comments in contain() for derivation of similar 
			// formula - left as an exercise to the reader ;)
		} else if ((x0 <= 0 && x1 >= 0) && (y0 * (x1 - x0)) == ((y1 - y0) * x0)) {
			return true;
		}
		return false;
	}
}",10
"public class CHARFLAGS {

	private int charFlags(char cval) {
		int flags = 0;
		if (Character.isLetter(cval) && (Character.getType(cval) & Character.MODIFIER_LETTER) == 0)
			flags = 1;
		if (Character.isDigit(cval))
			flags = 2;
		return flags;
	}
}",4
"public class CONVERTHEXDIGIT {

    private static byte convertHexDigit( byte b ) {
        if ((b >= '0') && (b <= '9')) return (byte)(b - '0');
        if ((b >= 'a') && (b <= 'f')) return (byte)(b - 'a' + 10);
        if ((b >= 'A') && (b <= 'F')) return (byte)(b - 'A' + 10);
        return 0;
    }
}",7
"public class DEHEXCHAR {

    public static int dehexchar(char c) {
        if (c >= '0' && c <= '9') {
            return c - '0';
        }
        if (c >= 'A' && c <= 'F') {
            return c - ('A' - 10);
        }
        if (c >= 'a' && c <= 'f') {
            return c - ('a' - 10);
        }
        return -1;
    }
}",7
"public class ISWHITESPACE {

    protected static boolean isWhiteSpace(byte byteToCheck) {
        switch (byteToCheck) {
            case ' ' :
            case '\n' :
            case '\r' :
            case '\t' :
                return true;
            default :
                return false;
        }
    }
}",2
"public class ISCONTINUATIONCHAR {

    private static boolean isContinuationChar(byte b) {
        return -128 <= b && b <= -65;
    }
}",2
"public class ISTWOBYTESSEQUENCE {

    private static boolean isTwoBytesSequence(byte b) {
        return -64 <= b && b <= -33;
    }
}",2
"public class ISTHREEBYTESSEQUENCE {

    private static boolean isThreeBytesSequence(byte b) {
        return -32 <= b && b <= -17;
    }
}",2
"public class ISFOURBYTESSEQUENCE {

    private static boolean isFourBytesSequence(byte b) {
        return -16 <= b && b <= -9;
    }
}",2
"public class ISFIVEBYTESSEQUENCE {

    private static boolean isFiveBytesSequence(byte b) {
        return -8 <= b && b <= -5;
    }
}",2
"public class ISSIXBYTESSEQUENCE {

    private static boolean isSixBytesSequence(byte b) {
        return -4 <= b && b <= -3;
    }
}",2
"public class SIGMOID {

    private double sigmoid(double x) {
        x = 12.0*x - 6.0;
        return (1.0 / (1.0 + Math.exp(-1.0 * x)));
    }
}",1
"public class Pace {

    public double pace(double f) {
        return 2*(f <= 0.5 ? f : (1-f));
    }
}",1
"public class Addchild {

    public int addchild(int parent) {
        throw new UnsupportedOperationException(
            ""Changes to tree structure not allowed for spanning trees."");
    }
}",1
"public class Addchildedge {

    public int addchildedge(int parent, int child) {
        throw new UnsupportedOperationException(
            ""Changes to tree structure not allowed for spanning trees."");
    }
}",1
"public class Removechild {

    public boolean removechild(int node) {
        throw new UnsupportedOperationException(
            ""Changes to tree structure not allowed for spanning trees."");
    }
}",1
"public class Removechildedge {

    public boolean removechildedge(int edge) {
        throw new UnsupportedOperationException(
            ""Changes to tree structure not allowed for spanning trees."");
    }
}",1
"public class Addedge {

    public int addedge(int s, int t) {
        throw new UnsupportedOperationException(
            ""Changes to graph structure not allowed for spanning trees."");
    }
}",1
"public class Removeedge {

    public boolean removeedge(int edge) {
        throw new UnsupportedOperationException(
            ""Changes to graph structure not allowed for spanning trees."");
    }
}",1
"public class Removenode {

    public boolean removenode(int node) {
        throw new UnsupportedOperationException(
            ""Changes to graph structure not allowed for spanning trees."");
    }
}",1
"public class RGBA {

    public static int rgba(int r, int g, int b, int a) {
        return ((a & 0xFF) << 24) | ((r & 0xFF) << 16)
                | ((g & 0xFF) << 8) | ((b & 0xFF) << 0);
    }
}",1
"public class RGBA {

    public static int rgba(float r, float g, float b, float a) {
        return ((((int) (a * 255 + 0.5)) & 0xFF) << 24)
                | ((((int) (r * 255 + 0.5)) & 0xFF) << 16)
                | ((((int) (g * 255 + 0.5)) & 0xFF) << 8)
                | (((int) (b * 255 + 0.5)) & 0xFF);
    }
}",1
"public class RED {

    public static int red(int color) {
        return (color >> 16) & 0xFF;
    }
}",1
"public class GREEN {

    public static int green(int color) {
        return (color >> 8) & 0xFF;
    }
}",1
"public class BLUE {

    public static int blue(int color) {
        return color & 0xFF;
    }
}",1
"public class ALPHA {

    public static int alpha(int color) {
        return (color >> 24) & 0xFF;
    }
}",1
"public class DESATURATE {

    public static int desaturate(int c) {
        int a = c & 0xff000000;
        float r = ((c & 0xff0000) >> 16);
        float g = ((c & 0x00ff00) >> 8);
        float b = (c & 0x0000ff);

        r *= 0.2125f; // red band weight
        g *= 0.7154f; // green band weight
        b *= 0.0721f; // blue band weight

        int gray = Math.min(((int) (r + g + b)), 0xff) & 0xff;
        return a | (gray << 16) | (gray << 8) | gray;
    }
}",1
"public class SAFESQRT {

    public static double safeSqrt(double x) {
        return ( x<0 ? -Math.sqrt(-x) : Math.sqrt(x) );
    }
}",1
"public class LINEARINTERP {

    public static double linearInterp(double val, double min, double max) {
        double denominator = (max-min);
        if ( denominator == 0 )
            return 0;
        return (val-min)/denominator;
    }
}",2
"public class CHOOSEHIGHWATERMARK {

    protected int chooseHighWaterMark(int capacity, double maxLoad) {
        return Math.min(capacity - 2, (int) (capacity * maxLoad)); // makes
                                                                    // sure
                                                                    // there is
                                                                    // always at
                                                                    // least one
                                                                    // FREE slot
    }
}",1
"public class CHOOSELOWWATERMARK {

    protected int chooseLowWaterMark(int capacity, double minLoad) {
        return (int) (capacity * minLoad);
    }
}",1
"public class Compare {

    public int compare(byte x1, byte x2) {
        return ( x1 < x2 ? -1 : x1 > x2 ? 1 : 0 );
    }
}",1
"public class Compare {

    public int compare(int x1, int x2) {
        return ( x1 < x2 ? -1 : x1 > x2 ? 1 : 0 );
    }
}",1
"public class Compare {

    public int compare(long x1, long x2) {
        return ( x1 < x2 ? -1 : x1 > x2 ? 1 : 0 );
    }
}",1
"public class Compare {

    public int compare(float x1, float x2) {
        return Float.compare(x1, x2);
    }
}",1
"public class Compare {

    public int compare(double x1, double x2) {
        return Double.compare(x1, x2);
    }
}",1
"public class Compare {

    public int compare(boolean x1, boolean x2) {
        return ( x1 ? (x2 ? 0 : 1) : (x2 ? -1 : 0) );
    }
}",1
"public class ADJUSTCOLORCOMPONENT {

    private static int adjustColorComponent(int base, int adjBright, int adjDark) {
        if (base > 128) {
            base -= adjBright;
        } else {
            base += adjDark;
        }

        if (base < 0) {
            base = 0;
        }

        if (base > 255) {
            base = 255;
        }

        return base;
    }
}",4
"public class EVAL {

        private float eval(float t, float p1, float p2) {
            // Use optimzied version of the normal Bernstein basis form of Bezier:
            // (3*(1-t)*(1-t)*t*p1)+(3*(1-t)*t*t*p2)+(t*t*t), since p0=0, p3=1
            // The above unoptimized version is best using -server, but since we are
            // probably doing client-side animation, this is faster.
            float compT = 1 - t;
            return t * (3 * compT * (compT * p1 + t * p2) + (t * t));
        }
}",1
"public class EVALDERIVATIVE {

        private float evalDerivative(float t, float p1, float p2) {
            // use optimzed version of Berstein basis Bezier derivative:
            // (3*(1-t)*(1-t)*p1)+(6*(1-t)*t*(p2-p1))+(3*t*t*(1-p2)), since p0=0, p3=1
            // The above unoptimized version is best using -server, but since we are
            // probably doing client-side animation, this is faster.
            float compT = 1 - t;
            return 3 * (compT * (compT * p1 + 2 * t * (p2 - p1)) + t * t * (1 - p2));
        }
}",1
"public class Dodoubleclick {

    public boolean dodoubleclick(int x, int y) {
        return false;
    }
}",1
"public class Dopopup {

    public boolean dopopup(int x, int y) {
        return false;
    }
}",1
"public class HASH {

	protected int hash(long value) {
		return (int)(value ^ (value >>> 32));
	}
}",1
"public class DEHEXCHAR {

    public static int dehexchar(char c) {
        if (c >= '0' && c <= '9') {
            return c - '0';
        }
        if (c >= 'A' && c <= 'F') {
            return c - ('A' - 10);
        }
        if (c >= 'a' && c <= 'f') {
            return c - ('a' - 10);
        }
        return -1;
    }
}",7
"public class DEHEXCHAR {

    public static int dehexchar(char c) {
        if (c >= '0' && c <= '9') {
            return c - '0';
        }
        if (c >= 'A' && c <= 'F') {
            return c - ('A' - 10);
        }
        if (c >= 'a' && c <= 'f') {
            return c - ('a' - 10);
        }
        return -1;
    }
}",7
"public class DEHEXCHAR {

    public static int dehexchar(char c) {
        if (c >= '0' && c <= '9') {
            return c - '0';
        }
        if (c >= 'A' && c <= 'F') {
            return c - ('A' - 10);
        }
        if (c >= 'a' && c <= 'f') {
            return c - ('a' - 10);
        }
        return -1;
    }
}",7
"public class DEHEXCHAR {

    public static int dehexchar(char c) {
        if (c >= '0' && c <= '9') {
            return c - '0';
        }
        if (c >= 'A' && c <= 'F') {
            return c - ('A' - 10);
        }
        if (c >= 'a' && c <= 'f') {
            return c - ('a' - 10);
        }
        return -1;
    }
}",7
"public class DEHEXCHAR {

    public static int dehexchar(char c) {
        if (c >= '0' && c <= '9') {
            return c - '0';
        }
        if (c >= 'A' && c <= 'F') {
            return c - ('A' - 10);
        }
        if (c >= 'a' && c <= 'f') {
            return c - ('a' - 10);
        }
        return -1;
    }
}",7
"public class Sigmoidtransfer {

    public double sigmoidtransfer(double value) {
    	return (1.0 / (1.0 + Math.exp(-value)));
    }
}",1
"public class Sigmoidderivate {

    public double sigmoidderivate(double value) {
    	return (value * (1.0 - value));
    }
}",1
"public class Sigmoidtransfer {

    public double sigmoidtransfer(double value) {
    	return (1.0 / (1.0 + Math.exp(-value)));
    }
}",1
"public class Sigmoidderivate {

    public double sigmoidderivate(double value) {
    	return (value * (1.0 - value));
    }
}",1
"public class Isalessthanb {

    public boolean isalessthanb(int a, int b)
    {
        return (a < b) ? true : false;
    }
}",1
"public class LOOKFORSELECTABLEPOSITION {

    int lookForSelectablePosition(int position, boolean lookDown) {
        return position;
    }
}",1
"public class EXTRACT {

	public static int extract(int bits, int lowest, int size) {
		if (size == 32)
			return (bits >> lowest);
		else
			return ((bits >> lowest) & ((1 << size) - 1));
	}
}",2
