"Function","cyclomatic_complexity"
"public class Getminenchantability {

    public int getminenchantability(int par1)
    {
        return 5 + (par1 - 1) * 10;
    }
}","1"
"public class Getminenchantability {

    public int getminenchantability(int par1)
    {
        return 10 + 20 * (par1 - 1);
    }
}","1"
"public class Getminenchantability {

    public int getminenchantability(int par1)
    {
        return 5 + 20 * (par1 - 1);
    }
}","1"
"public class Getminenchantability {

    public int getminenchantability(int par1)
    {
        return 20 + (par1 - 1) * 12;
    }
}","1"
"public class Getminenchantability {

    public int getminenchantability(int par1)
    {
        return 10 * par1;
    }
}","1"
"public class Getminenchantability {

    public int getminenchantability(int par1)
    {
        return 25;
    }
}","1"
"public class Getminenchantability {

    public int getminenchantability(int par1)
    {
        return 1;
    }
}","1"
"public class Getbrightness {

    public float getbrightness(float par1)
    {
        return 1.0F;
    }
}","1"
"public class Getblockpathweight {

    public float getblockpathweight(int par1, int par2, int par3)
    {
        return 0.0F;
    }
}","1"
"public class Simplifyangle {

    public float simplifyangle(double par1)
    {
        for (; par1 >= 180D; par1 -= 360D) { }

        for (; par1 < -180D; par1 += 360D) { }

        return (float)par1;
    }
}","3"
"public class Decreaseairsupply {

    protected int decreaseairsupply(int par1)
    {
        return par1;
    }
}","1"
"public class Decreaseairsupply {

    protected int decreaseairsupply(int par1)
    {
        return par1 - 1;
    }
}","1"
"public class Updaterotation {

    public float updaterotation(float par1, float par2, float par3)
    {
        float f;

        for (f = par2 - par1; f < -180F; f += 360F) { }

        for (; f >= 180F; f -= 360F) { }

        if (f > par3)
        {
            f = par3;
        }

        if (f < -par3)
        {
            f = -par3;
        }

        return par1 + f;
    }
}","5"
"public class Getxpsplit {

    public static int getxpsplit(int par0)
    {
        if (par0 >= 2477)
        {
            return 2477;
        }

        if (par0 >= 1237)
        {
            return 1237;
        }

        if (par0 >= 617)
        {
            return 617;
        }

        if (par0 >= 307)
        {
            return 307;
        }

        if (par0 >= 149)
        {
            return 149;
        }

        if (par0 >= 73)
        {
            return 73;
        }

        if (par0 >= 37)
        {
            return 37;
        }

        if (par0 >= 17)
        {
            return 17;
        }

        if (par0 >= 7)
        {
            return 7;
        }

        return par0 < 3 ? 1 : 3;
    }
}","10"
"public class Gethoverstate {

    protected int gethoverstate(boolean par1)
    {
        return 0;
    }
}","1"
"public class Isselected {

    protected boolean isselected(int par1)
    {
        return false;
    }
}","1"
"public class Computehash {

    public static int computehash(int par0)
    {
        par0 ^= par0 >>> 20 ^ par0 >>> 12;
        return par0 ^ par0 >>> 7 ^ par0 >>> 4;
    }
}","1"
"public class Getslotindex {

    public static int getslotindex(int par0, int par1)
    {
        return par0 & par1 - 1;
    }
}","1"
"public class Getmetadata {

    public int getmetadata(int par1)
    {
        return 0;
    }
}","1"
"public class Getmetadata {

    public int getmetadata(int par1)
    {
        return par1;
    }
}","1"
"public class Getmetadata {

    public int getmetadata(int par1)
    {
        return par1 | 4;
    }
}","1"
"public class Getmetadata {

    public int getmetadata(int par1)
    {
        return 7;
    }
}","1"
"public class Issplash {

    public static boolean issplash(int par0)
    {
        return (par0 & 0x4000) != 0;
    }
}","1"
"public class Hash {

    public static int hash(int par0)
    {
        par0 ^= par0 >>> 20 ^ par0 >>> 12;
        return par0 ^ par0 >>> 7 ^ par0 >>> 4;
    }
}","1"
"public class Gethashindex {

    public static int gethashindex(int par0, int par1)
    {
        return par0 & par1 - 1;
    }
}","1"
"public class Floor_float {

    public static int floor_float(float par0)
    {
        int i = (int)par0;
        return par0 >= (float)i ? i : i - 1;
    }
}","1"
"public class Floor_double {

    public static int floor_double(double par0)
    {
        int i = (int)par0;
        return par0 >= (double)i ? i : i - 1;
    }
}","1"
"public class Floor_double_long {

    public static long floor_double_long(double par0)
    {
        long l = (long)par0;
        return par0 >= (double)l ? l : l - 1L;
    }
}","1"
"public class Clamp_int {

    public static int clamp_int(int par0, int par1, int par2)
    {
        if (par0 < par1)
        {
            return par1;
        }

        if (par0 > par2)
        {
            return par2;
        }
        else
        {
            return par0;
        }
    }
}","3"
"public class Clamp_float {

    public static float clamp_float(float par0, float par1, float par2)
    {
        if (par0 < par1)
        {
            return par1;
        }

        if (par0 > par2)
        {
            return par2;
        }
        else
        {
            return par0;
        }
    }
}","3"
"public class Abs_max {

    public static double abs_max(double par0, double par2)
    {
        if (par0 < 0.0D)
        {
            par0 = -par0;
        }

        if (par2 < 0.0D)
        {
            par2 = -par2;
        }

        return par0 <= par2 ? par2 : par0;
    }
}","3"
"public class Bucketint {

    public static int bucketint(int par0, int par1)
    {
        if (par0 < 0)
        {
            return -((-par0 - 1) / par1) - 1;
        }
        else
        {
            return par0 / par1;
        }
    }
}","2"
"public class Updaterotations {

    public float updaterotations(double par1)
    {
        for (; par1 >= 180D; par1 -= 360D) { }

        for (; par1 < -180D; par1 += 360D) { }

        return (float)par1;
    }
}","3"
"public class Isready {

    public boolean isready(int par1, int par2)
    {
        return par1 >= 1;
    }
}","1"
"public class Checkflag {

    public static boolean checkflag(int par0, int par1)
    {
        return (par0 & 1 << par1) != 0;
    }
}","1"
"public class Countsetflags {

    public static int countsetflags(int par0)
    {
        int i;

        for (i = 0; par0 > 0; i++)
        {
            par0 &= par0 - 1;
        }

        return i;
    }
}","2"
"public class Outofbounds {

    public boolean outofbounds(int par1, int par2)
    {
        return par1 < 0 || par1 >= 32 || par2 < 0 || par2 >= 32;
    }
}","4"
"public class Getaobrightness {

    public int getaobrightness(int par1, int par2, int par3, int par4)
    {
        if (par1 == 0)
        {
            par1 = par4;
        }

        if (par2 == 0)
        {
            par2 = par4;
        }

        if (par3 == 0)
        {
            par3 = par4;
        }

        return par1 + par2 + par3 + par4 >> 2 & 0xff00ff;
    }
}","4"
"public class Renderitemin3d {

    public static boolean renderitemin3d(int par0)
    {
        if (par0 == 0)
        {
            return true;
        }

        if (par0 == 13)
        {
            return true;
        }

        if (par0 == 10)
        {
            return true;
        }

        if (par0 == 11)
        {
            return true;
        }

        if (par0 == 27)
        {
            return true;
        }

        if (par0 == 22)
        {
            return true;
        }

        if (par0 == 21)
        {
            return true;
        }

        return par0 == 16;
    }
}","8"
"public class Alphablend {

    public int alphablend(int par1, int par2)
    {
        int i = (par1 & 0xff000000) >> 24 & 0xff;
        int j = (par2 & 0xff000000) >> 24 & 0xff;
        char c = '\377';

        if (i + j < 255)
        {
            c = '\0';
            i = 1;
            j = 1;
        }
        else if (i > j)
        {
            i = 255;
            j = 1;
        }
        else
        {
            i = 1;
            j = 255;
        }

        int k = (par1 >> 16 & 0xff) * i;
        int l = (par1 >> 8 & 0xff) * i;
        int i1 = (par1 & 0xff) * i;
        int j1 = (par2 >> 16 & 0xff) * j;
        int k1 = (par2 >> 8 & 0xff) * j;
        int l1 = (par2 & 0xff) * j;
        int i2 = (k + j1) / (i + j);
        int j2 = (l + k1) / (i + j);
        int k2 = (i1 + l1) / (i + j);
        return c << 24 | i2 << 16 | j2 << 8 | k2;
    }
}","3"
"public class Gettemperatureatheight {

    public float gettemperatureatheight(float par1, int par2)
    {
        return par1;
    }
}","1"
"public class Tickupdates {

    public boolean tickupdates(boolean par1)
    {
        return false;
    }
}","1"
"public class Calculatecelestialangle {

    public float calculatecelestialangle(long par1, float par3)
    {
        int i = (int)(par1 % 24000L);
        float f = ((float)i + par3) / 24000F - 0.25F;

        if (f < 0.0F)
        {
            f++;
        }

        if (f > 1.0F)
        {
            f--;
        }

        float f1 = f;
        f = 1.0F - (float)((Math.cos((double)f * Math.PI) + 1.0D) / 2D);
        f = f1 + (f - f1) / 3F;
        return f;
    }
}","3"
"public class Calculatecelestialangle {

    public float calculatecelestialangle(long par1, float par3)
    {
        return 0.0F;
    }
}","1"
"public class Cancoordinatebespawn {

    public boolean cancoordinatebespawn(int par1, int par2)
    {
        return false;
    }
}","1"
"public class Calculatecelestialangle {

    public float calculatecelestialangle(long par1, float par3)
    {
        return 0.5F;
    }
}","1"
"public class Tomapunit {

	public static int tomapunit(double l) {
		double DELTA = 360.0D / (1 << 24) / 2; //Correct rounding
		if (l > 0)
			return (int) ((l + DELTA) * (1 << 24)/360);
		else
			return (int) ((l - DELTA) * (1 << 24)/360);
	}
}","2"
"public class Todegrees {

	public static double todegrees(int val) {
		return (double) val * (360.0 / (1 << 24));
	}
}","1"
"public class Getbyteoffset {

	public int getbyteoffset(int boff) {
		return boff/8;
	}
}","1"
"public class Getsubtypeortypefromfulltype {

	public static int getsubtypeortypefromfulltype(int fullType) {
		return fullType & 0xff;
	}
}","1"
"public class Alpharound4 {

	static int alphaRound4(int alpha) {
		int top = (alpha >> 4) & 0xf;
		int low = alpha & 0xf;

		int diff = low-top;
		if (diff > 8)
			top++;
		else if (diff < -8)
			top--;
		return top;
	}
}","3"
"public class Toyearcode {

	public byte toyearcode(int y) {
		return (byte) (y - 1900);
	}
}","1"
"public class Ispointonline {

	public static boolean ispointonline(int x0, int y0, int x1, int y1, int xt, int yt) {
		// this implementation avoids using doubles
		// apply transformation points to change target point to (0,0)
		x0 -= xt;
		y0 -= yt;
		x1 -= xt;
		y1 -= yt;

		// ensure that x0 is smaller than x1 so that we can just check to see if the line intersects the y axis easily
		if (x0 > x1) {
			int xtemp = x0;
			int ytemp = y0;
			x0 = x1;
			y0 = y1;
			x1 = xtemp;
			y1 = ytemp;
		}

		// if a point is on the edge of shape (on a line), it's considered outside the shape
		// special case if line is on y-axis
		if (x0 == 0 && x1 == 0) {
			// ensure that y0 is smaller than y1 so that we can just check if the line intersects the x axis
			if (y0 > y1) {
				int ytemp = y0;
				y0 = y1;
				y1 = ytemp;
			}
			// test to see if we have a vertical line touches x-axis
			if (y0 <= 0 && y1 >= 0)
				return true;
			// checks if point is on the line, see comments in contain() for derivation of similar 
			// formula - left as an exercise to the reader ;)
		} else if ((x0 <= 0 && x1 >= 0) && (y0 * (x1 - x0)) == ((y1 - y0) * x0)) {
			return true;
		}
		return false;
	}
}","10"
"public class Charflags {

	public int charflags(char cval) {
		int flags = 0;
		if (Character.isLetter(cval) && (Character.getType(cval) & Character.MODIFIER_LETTER) == 0)
			flags = 1;
		if (Character.isDigit(cval))
			flags = 2;
		return flags;
	}
}","4"
"public class Sigmoid {

    public double sigmoid(double x) {
        x = 12.0*x - 6.0;
        return (1.0 / (1.0 + Math.exp(-1.0 * x)));
    }
}","1"
"public class Pace {

    public double pace(double f) {
        return 2*(f <= 0.5 ? f : (1-f));
    }
}","1"
"public class Addchild {

    public int addchild(int parent) {
        throw new UnsupportedOperationException(
            ""Changes to tree structure not allowed for spanning trees."");
    }
}","1"
"public class Addchildedge {

    public int addchildedge(int parent, int child) {
        throw new UnsupportedOperationException(
            ""Changes to tree structure not allowed for spanning trees."");
    }
}","1"
"public class Removechild {

    public boolean removechild(int node) {
        throw new UnsupportedOperationException(
            ""Changes to tree structure not allowed for spanning trees."");
    }
}","1"
"public class Removechildedge {

    public boolean removechildedge(int edge) {
        throw new UnsupportedOperationException(
            ""Changes to tree structure not allowed for spanning trees."");
    }
}","1"
