Functions,cyclomatic_complexity
"public class KERNELLENGTH2BANDWIDTH {
/**
     * Convert from filter kernel length to normalisedTransitionBandwidth,
     * using the approximate formula l = 4/bw. 
     * @param kernelLength
     * @return the corresponding normalised transition bandwidth.
     */
    protected static double kernelLength2bandwidth(int kernelLength)
    {
        return (double) 4/kernelLength;
    }
}",1
"public class BANDWIDTH2KERNELLENGTH {
/**
     * Convert from normalisedTransitionBandwidth to filter kernel length,
     * using the approximate formula l = 4/bw. 
     * @param normalisedTransitionBandwidth
     * @return the corresponding filter kernel length (guaranteed to be an odd number).
     */
    protected static int bandwidth2kernelLength(double normalisedTransitionBandwidth)
    {
        int l = (int) (4/normalisedTransitionBandwidth);
        // kernel length must be odd:
        if (l%2==0) l++;
        return l;
    }
}",2
"public class KERNELLENGTH2BANDWIDTH {
/**
     * Convert from filter kernel length to normalisedTransitionBandwidth,
     * using the approximate formula l = 4/bw. 
     * @param kernelLength
     * @return the corresponding normalised transition bandwidth.
     */
    protected static double kernelLength2bandwidth(int kernelLength)
    {
        return (double) 4/kernelLength;
    }
}",1
"public class BANDWIDTH2KERNELLENGTH {
/**
     * Convert from normalisedTransitionBandwidth to filter kernel length,
     * using the approximate formula l = 4/bw. 
     * @param normalisedTransitionBandwidth
     * @return the corresponding filter kernel length (guaranteed to be an odd number).
     */
    protected static int bandwidth2kernelLength(double normalisedTransitionBandwidth)
    {
        int l = (int) (4/normalisedTransitionBandwidth);
        // kernel length must be odd:
        if (l%2==0) l++;
        return l;
    }
}",2
"public class KERNELLENGTH2BANDWIDTH {
/**
     * Convert from filter kernel length to normalisedTransitionBandwidth,
     * using the approximate formula l = 4/bw. 
     * @param kernelLength
     * @return the corresponding normalised transition bandwidth.
     */
    protected static double kernelLength2bandwidth(int kernelLength)
    {
        return (double) 4/kernelLength;
    }
}",1
"public class BANDWIDTH2KERNELLENGTH {
/**
     * Convert from normalisedTransitionBandwidth to filter kernel length,
     * using the approximate formula l = 4/bw. 
     * @param normalisedTransitionBandwidth
     * @return the corresponding filter kernel length (guaranteed to be an odd number).
     */
    protected static int bandwidth2kernelLength(double normalisedTransitionBandwidth)
    {
        int l = (int) (4/normalisedTransitionBandwidth);
        // kernel length must be odd:
        if (l%2==0) l++;
        return l;
    }
}",2
"public class KERNELLENGTH2BANDWIDTH {
/**
     * Convert from filter kernel length to normalisedTransitionBandwidth,
     * using the approximate formula l = 4/bw. 
     * @param kernelLength
     * @return the corresponding normalised transition bandwidth.
     */
    protected static double kernelLength2bandwidth(int kernelLength)
    {
        return (double) 4/kernelLength;
    }
}",1
"public class BYTESWAP {
/**
     * Byte swapping for int values.
     * 
     * @param val
     * @return
     */
    private static int byteswap( int val ) {
        return( ( (val & 0xff000000) >>> 24)
                 + ( (val & 0x00ff0000) >>> 8)
                 + ( (val & 0x0000ff00) << 8)
                 + ( (val & 0x000000ff) << 24) );
     }
}",1
"public class BYTESWAP {
/**
     * Byte swapping for short values.
     * 
     * @param val
     * @return
     */
     private static short byteswap( short val ) {
         return( (short)(
                 ( ((int)(val) & 0xff00) >>> 8 )
                 +
                 ( ((int)(val) & 0x00ff) << 8)
                 )
               );
     }
}",1
"public class TRIMTORANGE {
/**
     * Trim the given value so that it is in the closed interval [min, max].
     * @param untrimmedValue
     * @param min
     * @param max
     * @return min if untrimmedValue is less than min; max if untrimmedValue is more than max; untrimmedValue otherwise.
     */
    public static double trimtorange(double untrimmedValue, double min, double max) {
        return Math.max(min, Math.min(max, untrimmedValue));
    }
}",1
"public class HZ2BARK {
/**
     * Since there is no asinh in Math, here it is used its definition:
     * asinh(x) = ln( x + sqrt(x^2+1) )
     * This function is used in fft2barkmx()
     */
    public static double hz2bark(double freqInHz)
    {
        // if should be: return 6 * asinh(f/600);
        double f = freqInHz/600;
        return 6 * Math.log( f + Math.sqrt((f*f)+1) );
    }
}",1
"public class HEXDIGITPOSTFIX {
/**
     * Hex digit postfix.
     * 
     * @param ch
     *        the ch
     * @return true, if successful
     */
    public boolean hexdigitpostfix(char ch) {
        switch (ch) {
            case 'A':
            case 'B':
            case 'C':
            case 'D':
            case 'E':
            case 'F':
            case 'a':
            case 'b':
            case 'c':
            case 'd':
            case 'e':
            case 'f':
                return true;
            default:
                return false;
        }
    }
}",2
"public class ZETASTATIC {
/**
	 * Compute the zeta constant needed for the distribution. Do this
	 * incrementally for a distribution that has n items now but used to have st
	 * items. Use the zipfian constant theta. Remember the new value of n so
	 * that if we change the itemcount, we'll know to recompute zeta.
	 * 
	 * @param st
	 *            The number of items used to compute the last initialsum
	 * @param n
	 *            The number of items to compute zeta over.
	 * @param theta
	 *            The zipfian constant.
	 * @param initialsum
	 *            The value of zeta we are computing incrementally from.
	 */
	static double zetastatic(long st, long n, double theta, double initialsum) {
		double sum = initialsum;
		for (long i = st; i < n; i++) {

			sum += 1 / (Math.pow(i + 1, theta));
		}

		// System.out.println(""countforzeta=""+countforzeta);

		return sum;
	}
}",2
"public class GETSKYCOLORBYTEMP {
/**
     * takes temperature, returns color
     */
    public int getskycolorbytemp(float par1)
    {
        par1 /= 3F;

        if (par1 < -1F)
        {
            par1 = -1F;
        }

        if (par1 > 1.0F)
        {
            par1 = 1.0F;
        }

        return java.awt.Color.getHSBColor(0.6222222F - par1 * 0.05F, 0.5F + par1 * 0.1F, 1.0F).getRGB();
    }
}",3
"public class GETSKYCOLORBYTEMP {
/**
     * takes temperature, returns color
     */
    public int getskycolorbytemp(float par1)
    {
        return 0;
    }
}",1
"public class DAMAGEDROPPED {
/**
     * Determines the damage on the item the block drops. Used in cloth and wood.
     */
    protected int damageDropped(int par1)
    {
        return 0;
    }
}",1
"public class GETRENDERCOLOR {
/**
     * Returns the color this block should be rendered. Used by leaves.
     */
    public int getrendercolor(int par1)
    {
        return 0xffffff;
    }
}",1
"public class ISBLOCKFOOTOFBED {
/**
     * Returns whether or not this bed block is the foot of the bed.
     */
    public static boolean isblockfootofbed(int par0)
    {
        return (par0 & 8) != 0;
    }
}",1
"public class ISBEDOCCUPIED {
/**
     * Return whether or not the bed is occupied.
     */
    public static boolean isbedoccupied(int par0)
    {
        return (par0 & 4) != 0;
    }
}",1
"public class GETBLOCKTEXTUREFROMSIDEANDMETADATA {
/**
     * From the specified side and block metadata retrieves the blocks texture. Args: side, metadata
     */
    public int getblocktexturefromsideandmetadata(int par1, int par2)
    {
        if (par1 == 1)
        {
            return 138;
        }

        return par1 != 0 ? 154 : 155;
    }
}",2
"public class DAMAGEDROPPED {
/**
     * Determines the damage on the item the block drops. Used in cloth and wood.
     */
    protected int damageDropped(int par1)
    {
        return par1;
    }
}",1
"public class GETBLOCKFROMDYE {
/**
     * Takes a dye damage value and returns the block damage value to match
     */
    public static int getblockfromdye(int par0)
    {
        return ~par0 & 0xf;
    }
}",1
"public class GETDYEFROMBLOCK {
/**
     * Takes a block damage value and returns the dye damage value to match
     */
    public static int getdyefromblock(int par0)
    {
        return ~par0 & 0xf;
    }
}",1
"public class GETDIRECTION {
/**
     * Returns the orentation value from the specified metadata
     */
    public static int getdirection(int par0)
    {
        return par0 & 3;
    }
}",1
"public class ISENDEREYEINSERTED {
/**
     * checks if an ender eye has been inserted into the frame block. parameters: metadata
     */
    public static boolean isendereyeinserted(int par0)
    {
        return (par0 & 4) != 0;
    }
}",1
"public class ISFENCEGATEOPEN {
/**
     * Returns if the fence gate is open according to its metadata.
     */
    public static boolean isfencegateopen(int par0)
    {
        return (par0 & 4) != 0;
    }
}",1
"public class GETFLUIDHEIGHTPERCENT {
/**
     * Returns the percentage of the fluid block that is air, based on the given flow decay of the fluid.
     */
    public static float getfluidheightpercent(int par0)
    {
        if (par0 >= 8)
        {
            par0 = 0;
        }

        float f = (float)(par0 + 1) / 9F;
        return f;
    }
}",2
"public class CANCOLLIDECHECK {
/**
     * Returns whether this block is collideable based on the arguments passed in Args: blockMetaData, unknownFlag
     */
    public boolean cancollidecheck(int par1, boolean par2)
    {
        return par2 && par1 == 0;
    }
}",2
"public class GETBLOCKTEXTUREFROMSIDEANDMETADATA {
/**
     * From the specified side and block metadata retrieves the blocks texture. Args: side, metadata
     */
    public int getblocktexturefromsideandmetadata(int par1, int par2)
    {
        if (par1 == 1)
        {
            return 0;
        }

        return par1 != 0 ? 3 : 2;
    }
}",2
"public class DAMAGEDROPPED {
/**
     * Determines the damage on the item the block drops. Used in cloth and wood.
     */
    protected int damageDropped(int par1)
    {
        return par1 & 3;
    }
}",1
"public class GETRENDERCOLOR {
/**
     * Returns the color this block should be rendered. Used by leaves.
     */
    public int getrendercolor(int par1)
    {
        return 0x208030;
    }
}",1
"public class GETBLOCKTEXTUREFROMSIDEANDMETADATA {
/**
     * From the specified side and block metadata retrieves the blocks texture. Args: side, metadata
     */
    public int getblocktexturefromsideandmetadata(int par1, int par2)
    {
        if (par1 == 1)
        {
            return 21;
        }

        if (par1 == 0)
        {
            return 21;
        }

        if (par2 == 1)
        {
            return 116;
        }

        if (par2 == 2)
        {
            return 117;
        }

        return par2 != 3 ? 20 : 153;
    }
}",5
"public class DAMAGEDROPPED {
/**
     * Determines the damage on the item the block drops. Used in cloth and wood.
     */
    protected int damageDropped(int par1)
    {
        return par1;
    }
}",1
"public class GETBLOCKTEXTUREFROMSIDEANDMETADATA {
/**
     * From the specified side and block metadata retrieves the blocks texture. Args: side, metadata
     */
    public int getblocktexturefromsideandmetadata(int par1, int par2)
    {
        return par1 != 1 && par1 != 0 ? 136 : 137;
    }
}",2
"public class GETBLOCKTEXTUREFROMSIDE {
/**
     * Returns the block texture based on the side being looked at.  Args: side
     */
    public int getblocktexturefromside(int par1)
    {
        return par1 != 1 && par1 != 0 ? 136 : 137;
    }
}",2
"public class GETBLOCKTEXTUREFROMSIDEANDMETADATA {
/**
     * From the specified side and block metadata retrieves the blocks texture. Args: side, metadata
     */
    public int getblocktexturefromsideandmetadata(int par1, int par2)
    {
        if (par1 == 1)
        {
            return 78;
        }

        return par1 != 0 ? 77 : 2;
    }
}",2
"public class GETORIENTATION {
/**
     * returns an int which describes the direction the piston faces
     */
    public static int getorientation(int par0)
    {
        return par0 & 7;
    }
}",1
"public class ISEXTENDED {
/**
     * Determine if the metadata is related to something powered.
     */
    public static boolean isextended(int par0)
    {
        return (par0 & 8) != 0;
    }
}",1
