Parameter,Function,Test Case
(boolean overwriteLock),"class createOrOverwriteLock {
public void createOrOverwriteLock(boolean overwriteLock) {
		// need to synchronize on static object because of the Web Service
		synchronized(monitor) {
			try {
				if (overwriteLock) {
					// the lock is deleted here, but a new one is created later
					hotfolder.deleteIfExists(lockUri);
				}
				boolean lockExists = hotfolder.exists(lockUri);
				
				if (lockExists) {
					throw new ConcurrentModificationException(""Another client instance is running! See the lock file at "" + lockUri);
				}
				writeLockFile();
			} catch (IOException e) {
				logger.error(""Error with server lock file: "" + lockUri, e);
			}
		}
	}
}","@Test
	public void shouldOverwriteLock() throws IOException {
		when(hotfolderMock.exists(lockUri)).thenReturn(false);
		when(hotfolderMock.createTmpFile(anyString())).thenReturn(new ByteArrayOutputStream());

		lockHandlerSut.createOrOverwriteLock(true); // overwrite

		verify(hotfolderMock).deleteIfExists(lockUri);
		verify(hotfolderMock).copyTmpFile(""lock"", lockUri);
	}"
(long newTime),"class setWaitingTime {
void setWaitingTime(long newTime) {
		waitingTimeInMillis = newTime;
	}
}","@Test
	public void secondShouldFreeFirst() throws InterruptedException {
		configureProcessMock(processMockA1, ""book1"", OcrPriority.NORMAL, 1L, NOT_ENOUGH_SPACE, ENOUGH_SPACE);
		configureProcessMock(processMockA2, ""book2"", OcrPriority.ABOVENORMAL, 2L, ENOUGH_SPACE);
		
		executorSutA.setWaitingTime(VERY_LONG);
		executorSutA.execute(processMockA1);
		Thread.sleep(10);
		executorSutA.execute(processMockA2);
		shutdownExecutors();
		
		verify(processMockA1).run();
		verify(processMockA2).run();
	}"
(int point),"class contains {
public boolean contains(int point) {
		return ((begin <= point) && (point < end));
	}
}","@Test
	public void testContains() {
		Assert.assertFalse(interval.contains(0));
		Assert.assertTrue(interval.contains(1));
		Assert.assertTrue(interval.contains(2));
		Assert.assertTrue(interval.contains(9));
		Assert.assertFalse(interval.contains(10));
	}"
(int fps),"class fromExactFps {
public static SelectorFunction<Collection<Range<Integer>>, Range<Integer>> fromExactFps(int fps) {
        return filtered(rangeWithHighestFps(),
                new ExactFpsRangePredicate(fps * FPS_RANGE_BOUNDS_SCALE));
    }
}","@Test
    public void fromExactFps_Available() throws Exception {
        // Given
        List<Range<Integer>> availableRanges = Arrays.<Range<Integer>>asList(
                Ranges.continuousRange(24000, 24000),
                Ranges.continuousRange(30000, 30000),
                Ranges.continuousRange(40000, 40000)
        );

        // When
        Range<Integer> result = PreviewFpsRangeSelectors
                .fromExactFps(30)
                .select(availableRanges);

        // Then
        assertEquals(
                Ranges.continuousRange(30000, 30000),
                result
        );
    }"
(boolean masterRecovery),"class finishInitialization {
public void finishInitialization(boolean masterRecovery) {
    if (!masterRecovery) {
      Threads.setDaemonThreadRunning(timeoutMonitor.getThread(), serverName
          + "".splitLogManagerTimeoutMonitor"");
    }
    // Watcher can be null during tests with Mock'd servers.
    if (this.watcher != null) {
      this.watcher.registerListener(this);
      lookForOrphans();
    }
  }
}","@Test
  public void testTaskCreation() throws Exception {
    LOG.info(""TestTaskCreation - test the creation of a task in zk"");

    slm = new SplitLogManager(zkw, conf, stopper, master, ""dummy-master"", null);
    slm.finishInitialization();
    TaskBatch batch = new TaskBatch();

    String tasknode = submitTaskAndWait(batch, ""foo/1"");

    byte[] data = ZKUtil.getData(zkw, tasknode);
    LOG.info(""Task node created "" + new String(data));
    assertTrue(TaskState.TASK_UNASSIGNED.equals(data, ""dummy-master""));
  }"
(int sz),"class setSize {
public void setSize(int sz) {
    ensureCapacity(sz);
    size = sz;
  }
}","@Test
  public void testSetSize() {
    ArrayListOfShorts list = new ArrayListOfShorts();

    list.add((short) 5);
    assertEquals(1, list.size);
    assertEquals(5, list.get(0));

    list.setSize(5);
    assertEquals(5, list.size);
    assertEquals(0, list.get(1));
    assertEquals(0, list.get(2));
    assertEquals(0, list.get(3));
    assertEquals(0, list.get(4));

    list.add((short) 12);
    assertEquals(6, list.size);
    assertEquals(12, list.get(5));
  }"
"(int level, int column, double x)","class getAmountOfWater {
public static double getAmountOfWater(int level, int column, double x) {
        if (x <= 0) {
            throw new IllegalArgumentException(""Amount of water should be positive"");
        }
        if (level < 0) {
            throw new IllegalArgumentException(""Level should be non-negative"");
        }
        if (column < 0) {
            throw new IllegalArgumentException(""Column should be non-negative"");
        }
        if (level < column) {
            throw new IllegalArgumentException(""Level should be greater or equal to column"");
        }
        if (level == 0) {
            return min(MAX_AMOUNT_OF_WATER_IN_GLASS, x);
        } else if (level == 1) {
            return max((x - MAX_AMOUNT_OF_WATER_IN_GLASS) / 2, 0);
        }
        double[] prevLevelVolumes = new double[]{
                max((x - MAX_AMOUNT_OF_WATER_IN_GLASS) / 2, 0),
                max((x - MAX_AMOUNT_OF_WATER_IN_GLASS) / 2, 0)};
        int i = 1;
        while (true) {
            i++;
            double[] levelVolumes = new double[i + 1];
            levelVolumes[0] = max((prevLevelVolumes[0] - 1) / 2, 0);
            levelVolumes[i] = max((prevLevelVolumes[i - 1] - 1) / 2, 0);
            for (int j = 1; j < levelVolumes.length - 1; j++) {
                levelVolumes[j] = max((prevLevelVolumes[j - 1] - MAX_AMOUNT_OF_WATER_IN_GLASS) / 2, 0)
                        + max((prevLevelVolumes[j] - MAX_AMOUNT_OF_WATER_IN_GLASS) / 2, 0);
            }
            if (i == level) {
                return levelVolumes[column];
            }
            prevLevelVolumes = levelVolumes;
        }
    }
}","@Test
    public void testGetAmountOfWater3() {
        assertThat(getAmountOfWater(1, 1, 2), is(0.5));
    }"
"(int level, int column, double x)","class getAmountOfWater {
public static double getAmountOfWater(int level, int column, double x) {
        if (x <= 0) {
            throw new IllegalArgumentException(""Amount of water should be positive"");
        }
        if (level < 0) {
            throw new IllegalArgumentException(""Level should be non-negative"");
        }
        if (column < 0) {
            throw new IllegalArgumentException(""Column should be non-negative"");
        }
        if (level < column) {
            throw new IllegalArgumentException(""Level should be greater or equal to column"");
        }
        if (level == 0) {
            return min(MAX_AMOUNT_OF_WATER_IN_GLASS, x);
        } else if (level == 1) {
            return max((x - MAX_AMOUNT_OF_WATER_IN_GLASS) / 2, 0);
        }
        double[] prevLevelVolumes = new double[]{
                max((x - MAX_AMOUNT_OF_WATER_IN_GLASS) / 2, 0),
                max((x - MAX_AMOUNT_OF_WATER_IN_GLASS) / 2, 0)};
        int i = 1;
        while (true) {
            i++;
            double[] levelVolumes = new double[i + 1];
            levelVolumes[0] = max((prevLevelVolumes[0] - 1) / 2, 0);
            levelVolumes[i] = max((prevLevelVolumes[i - 1] - 1) / 2, 0);
            for (int j = 1; j < levelVolumes.length - 1; j++) {
                levelVolumes[j] = max((prevLevelVolumes[j - 1] - MAX_AMOUNT_OF_WATER_IN_GLASS) / 2, 0)
                        + max((prevLevelVolumes[j] - MAX_AMOUNT_OF_WATER_IN_GLASS) / 2, 0);
            }
            if (i == level) {
                return levelVolumes[column];
            }
            prevLevelVolumes = levelVolumes;
        }
    }
}","@Test(expected = IllegalArgumentException.class)
    public void testGetAmountOfWaterLevelNegative() {
        getAmountOfWater(-1, 1, 2);
    }"
"(char from, char to)","class CharacterRange {
public CharacterRange(char from, char to) {
        this(from, to, DEFAULT_STEP.evaluate(from, to).intValue());
    }
}","@Test
    public void testOpenOpenDescending() {
        // (l, b), -3 = i, f, c
        CharacterRange range = Ranges.characterRange('l', BoundType.OPEN, 'b',
                                                  BoundType.OPEN, -3);
        // (l, b), -3 = i, f, c
        List<Character> expected = Arrays.asList('i', 'f', 'c');
        Collection<Character> elements = IteratorToGeneratorAdapter.adapt(range).toCollection();
        assertEquals(expected, elements);
    }"
"(char from, char to)","class CharacterRange {
public CharacterRange(char from, char to) {
        this(from, to, DEFAULT_STEP.evaluate(from, to).intValue());
    }
}","@Test
    public void testOpenOpenAscending() {
        // (b, l), 3 = e, h, k
        CharacterRange range =  Ranges.characterRange('b', BoundType.OPEN, 'l', BoundType.OPEN, 3);
        // (b, l), 3 = e, h, k
        List<Character> expected = Arrays.asList('e', 'h', 'k');
        Collection<Character> elements = IteratorToGeneratorAdapter.adapt(range).toCollection();
        assertEquals(expected, elements);
    }"
"(char from, char to)","class CharacterRange {
public CharacterRange(char from, char to) {
        this(from, to, DEFAULT_STEP.evaluate(from, to).intValue());
    }
}","@Test
    public void testClosedOpenAscending() {
        // [b, l), 3 = b, e, h, k
        CharacterRange range =  Ranges.characterRange('b', BoundType.CLOSED, 'l', BoundType.OPEN, 3);
        // [b, l), 3 = b, e, h, k
        List<Character> expected = Arrays.asList('b', 'e', 'h', 'k');
        Collection<Character> elements = IteratorToGeneratorAdapter.adapt(range).toCollection();
        assertEquals(expected, elements);
    }"
(int bufferSize),"class get {
public static <T> Supplier<Queue<T>> get(int bufferSize) {
        if (bufferSize == BUFFER_XS) {
            return XS_QUEUE_SUPPLIER;
        }

        if (bufferSize == BUFFER_S) {
            return S_QUEUE_SUPPLIER;
        }

        if (bufferSize == 1) {
            return SINGLETON_QUEUE_SUPPLIER;
        }

        if (bufferSize == 0) {
            return EMPTY_QUEUE_SUPPLIER;
        }

        final int computedSize = Math.max(8, bufferSize);
        if (computedSize > TO_LARGE_TO_BE_BOUNDED) {
            return UNBOUNDED_QUEUE_SUPPLIER;
        } else {
            return () -> new SpscArrayQueue<>(computedSize);
        }
    }
}","@Test
    public void testEmptyQueue() {
        Queue<Integer> queue = Queues.<Integer> get(0).get();
        List<Integer> values = Arrays.asList(1, 2, 3);
        assertThat(queue.add(1)).isFalse();
        assertThat(queue.addAll(values)).isFalse();
        assertThat(queue.offer(1)).isFalse();
        assertThat(queue.peek()).isNull();
        assertThat(queue.poll()).isNull();
        assertThat(queue.contains(1)).isFalse();
        assertThat(queue.iterator().hasNext()).isFalse();
        assertThatThrownBy(queue::element).isInstanceOf(NoSuchElementException.class);
        assertThatThrownBy(queue::remove).isInstanceOf(NoSuchElementException.class);
        assertThat(queue.remove(1)).isFalse();
        assertThat(queue.containsAll(values)).isFalse();
        assertThat(queue.retainAll(values)).isFalse();
        assertThat(queue.removeAll(values)).isFalse();
        queue.clear();
        assertThat(queue).hasSize(0);
        assertThat(queue.toArray()).isEmpty();
        assertThat(queue.toArray(new Integer[0])).isEmpty();
        Integer[] array = new Integer[] { 4, 5, 6 };
        assertThat(queue.toArray(array)).containsExactly(null, 5, 6);
        assertThat(queue).isEmpty();
    }"
